"customerkey","datefirstpurchase","fullname","gender","maritalstatus","city","country","stateprovincename"
13603,"2022-03-22","Molly S Martinez","F","M","Leeds","United Kingdom","England"
13604,"2022-10-10","Nuan Zheng","M","M","London","United Kingdom","England"
13605,"2021-01-21","Gerrit Jan Straatsma","M","M","Metz","France","Moselle"
13606,"2020-04-17","Drew Sharma","M","M","Frankfurt","Germany","Bayern"
13607,"2020-04-18","Levi J Rana","M","S","Frankfurt am Main","Germany","Hamburg"
13608,"2022-10-12","Karla H Kumar","F","M","Paderborn","Germany","Hamburg"
13609,"2022-08-07","Ramon K Yang","M","M","London","United Kingdom","England"
13610,"2022-03-21","Omar R Sharma","M","M","Paris","France","Seine (Paris)"
13611,"2023-01-05","Marshall L Huang","M","M","Sèvres","France","Hauts de Seine"
13612,"2022-06-10","Hailey C Ross","F","M","Warrington","United Kingdom","England"
13613,"2022-02-13","Derek E Jai","M","M","Springwood","Australia","New South Wales"
13614,"2022-04-26","Julie Becker","F","S","North Ryde","Australia","New South Wales"
13615,"2022-01-29","Jacquelyn I Rowe","F","S","Sydney","Australia","New South Wales"
13616,"2021-07-14","Cole E Ramirez","M","M","Sunbury","Australia","Victoria"
13617,"2022-04-18","Gerald Suri","M","M","Cranbourne","Australia","Victoria"
13618,"2021-07-11","Jay M Raman","M","S","Geelong","Australia","Victoria"
13619,"2021-07-20","Arturo Xu","M","M","Rhodes","Australia","New South Wales"
13620,"2021-07-06","Damien M Ye","M","S","Coffs Harbour","Australia","New South Wales"
13621,"2022-07-23","Melody Ruiz","F","M","Sunbury","Australia","Victoria"
13622,"2021-07-02","Alan Wang","M","M","Newcastle","Australia","New South Wales"
13623,"2022-06-27","Mitchell Carson","M","M","Melbourne","Australia","Victoria"
13624,"2022-02-22","Nicole C Long","F","S","Sunbury","Australia","Victoria"
13625,"2021-07-21","Jason J Campbell","M","M","Port Macquarie","Australia","New South Wales"
13626,"2021-07-13","Johnathan D Madan","M","M","Brisbane","Australia","Queensland"
13627,"2022-03-17","Natasha K Rubio","F","M","Darlinghurst","Australia","New South Wales"
13628,"2022-04-01","Kaitlin Schmidt","F","M","Cranbourne","Australia","Victoria"
13629,"2021-07-21","Karla W Yuan","F","M","Rockhampton","Australia","Queensland"
13630,"2021-07-01","Brenda Arun","F","S","Wollongong","Australia","New South Wales"
13631,"2021-07-01","Joe Subram","M","M","Matraville","Australia","New South Wales"
13632,"2021-07-22","Cheryl C Munoz","F","S","Cloverdale","Australia","South Australia"
13633,"2021-07-25","Juan Ramos","M","S","North Ryde","Australia","New South Wales"
13634,"2022-09-03","Alexis L Russell","F","M","Brisbane","Australia","Queensland"
13635,"2022-02-01","Kurt D Deng","M","M","Matraville","Australia","New South Wales"
13636,"2021-07-14","Jarrod Rodriguez","M","M","Sunbury","Australia","Victoria"
13637,"2021-07-25","Victoria S Cooper","F","M","Wollongong","Australia","New South Wales"
13638,"2021-07-14","Diana Alvarez","F","S","Sydney","Australia","New South Wales"
13639,"2022-02-14","Colin Liang","M","M","Geelong","Australia","Victoria"
13640,"2022-03-15","Rachael G Patel","F","M","East Brisbane","Australia","Queensland"
13641,"2022-03-17","Adrian K Watson","M","S","Hervey Bay","Australia","Queensland"
13642,"2022-05-09","Cassie Nara","F","M","Darlinghurst","Australia","New South Wales"
13643,"2021-07-07","Ronald B Sai","M","S","Lane Cove","Australia","New South Wales"
13644,"2021-07-16","Kristi M Dominguez","F","M","Bendigo","Australia","Victoria"
13645,"2021-07-19","Eugene L He","M","S","Hawthorne","Australia","Queensland"
13646,"2021-07-22","Terry R Yuan","M","M","Warrnambool","Australia","Victoria"
13647,"2021-07-01","Armando M Alonso","M","S","East Brisbane","Australia","Queensland"
13648,"2021-07-29","Arturo Sharma","M","S","Rockhampton","Australia","Queensland"
13649,"2021-07-20","Rebekah Suarez","F","M","Townsville","Australia","Queensland"
13650,"2021-07-11","Jessie A She","M","M","North Sydney","Australia","New South Wales"
13651,"2021-07-06","Jerry C Sharma","M","M","Perth","Australia","South Australia"
13652,"2022-05-08","Tamara A Zeng","F","M","Beaverton","United States","Oregon"
13653,"2021-05-13","Tony Chander","M","M","Burien","United States","Washington"
13654,"2022-07-08","Shawn R Andersen","M","M","Bellingham","United States","Washington"
13655,"2022-11-06","Christopher L Walker","M","M","Bellingham","United States","Washington"
13656,"2022-07-14","Faith Howard","F","M","Bellflower","United States","California"
13657,"2021-04-30","Kaylee M Collins","F","S","Lebanon","United States","Oregon"
13658,"2021-05-13","Wyatt J Bennett","M","M","Redmond","United States","Washington"
13659,"2022-06-05","Clayton Shan","M","M","Ballard","United States","Washington"
13660,"2022-05-20","Ethan Davis","M","M","Metchosin","Canada","British Columbia"
13661,"2020-02-05","Andre M Sara","M","M","Warrington","United Kingdom","England"
13662,"2021-01-12","Miguel C Roberts","M","S","Villeneuve-d'Ascq","France","Nord"
13663,"2022-02-02","Melvin R Tang","M","S","Stuttgart","Germany","Saarland"
13664,"2022-07-27","Larry T Diaz","M","S","Oxon","United Kingdom","England"
13665,"2022-08-02","Kristi Randall","F","M","Woolston","United Kingdom","England"
13666,"2020-04-14","Teresa Ruiz","F","S","Grevenbroich","Germany","Bayern"
13667,"2021-01-03","Andres Deng","M","S","Les Ulis","France","Essonne"
13668,"2022-02-06","Stanley Z Martinez","M","M","Coffs Harbour","Australia","New South Wales"
13669,"2022-04-20","Kristy Gill","F","M","Gold Coast","Australia","Queensland"
13670,"2022-02-22","Brittney K Zeng","F","S","Port Macquarie","Australia","New South Wales"
13671,"2023-01-28","Frank Ramos","M","S","Poing","Germany","Saarland"
13672,"2022-06-27","Benjamin C Davis","M","S","Lille","France","Nord"
13673,"2022-11-17","Sandra He","F","S","Verrieres Le Buisson","France","Essonne"
13674,"2022-05-05","Drew L Shen","M","S","Paris","France","Seine (Paris)"
13675,"2022-06-16","Stanley Sai","M","S","London","United Kingdom","England"
13676,"2022-03-27","George L Kapoor","M","M","W. York","United Kingdom","England"
13677,"2023-01-04","Brian T Albrecht","F","S","Saarbrücken","Germany","Saarland"
13678,"2020-02-23","Warren A Goel","M","M","High Wycombe","United Kingdom","England"
13679,"2020-02-23","Sandra Li","F","M","Lancaster","United Kingdom","England"
13680,"2020-02-17","Jan K Watson","F","M","Warrington","United Kingdom","England"
13681,"2022-10-01","Adam A Hall","M","S","Paris","France","Seine (Paris)"
13682,"2022-06-13","Fernando M Lopez","M","S","Paderborn","Germany","Nordrhein-Westfalen"
13683,"2022-10-13","Sheila C Torres","F","S","Kiel","Germany","Saarland"
13684,"2022-11-29","Francis Dominguez","M","S","Kassel","Germany","Hessen"
13685,"2020-04-29","Briana Torres","F","M","Berlin","Germany","Hessen"
13686,"2020-04-08","Peter Jai","M","M","Dresden","Germany","Hessen"
13687,"2020-02-09","Mario Xie","M","M","Bury","United Kingdom","England"
13688,"2022-06-29","Ruben S Sanchez","M","S","Oxon","United Kingdom","England"
13689,"2020-02-21","Teresa Ramos","F","S","York","United Kingdom","England"
13690,"2020-02-23","Claudia Gao","F","S","W. York","United Kingdom","England"
13691,"2020-02-25","Ariana J Bailey","F","S","Billericay","United Kingdom","England"
13692,"2022-10-23","Curtis E Li","M","M","Cambridge","United Kingdom","England"
13693,"2020-02-18","Dominic L Gonzalez","M","S","London","United Kingdom","England"
13694,"2022-04-05","Savannah E Gray","F","S","Gateshead","United Kingdom","England"
13695,"2022-06-18","Christian H Clark","M","S","Roubaix","France","Nord"
13696,"2022-02-21","Katherine Edwards","F","S","Neunkirchen","Germany","Saarland"
13697,"2020-04-24","Jésus K Munoz","M","S","Offenbach","Germany","Saarland"
13698,"2022-02-20","Catherine Sanchez","F","S","Kassel","Germany","Hessen"
13699,"2022-10-15","Rachel Alexander","F","S","Milwaukie","United States","Oregon"
13700,"2021-05-24","Evan S Howard","M","S","Daly City","United States","California"
13701,"2022-04-30","Haley Scott","F","S","Newton","Canada","British Columbia"
13702,"2021-05-17","Jessie D Suarez","F","S","Chula Vista","United States","California"
13703,"2022-05-06","Mackenzie J Sanders","F","S","Kirkland","United States","Washington"
13704,"2021-05-13","Victoria J Davis","F","S","Walla Walla","United States","Washington"
13705,"2021-05-15","Blake Mitchell","M","S","Portland","United States","Oregon"
13706,"2022-11-28","Kaitlyn S Peterson","F","S","Cliffside","Canada","British Columbia"
13707,"2022-08-29","Austin Smith","M","M","Royal Oak","Canada","British Columbia"
13708,"2022-02-25","Jennifer G Bennett","F","S","Cliffside","Canada","British Columbia"
13709,"2022-11-11","Zachary L Robinson","M","S","Langford","Canada","British Columbia"
13710,"2022-10-30","Destiny M Harris","F","S","Oak Bay","Canada","British Columbia"
13711,"2022-11-16","Thomas J Mitchell","M","S","Royal Oak","Canada","British Columbia"
13712,"2021-05-04","Nancy E Martinez","F","S","Beaverton","United States","Oregon"
13713,"2021-05-27","Alexander M Walker","M","S","Sedro Woolley","United States","Washington"
13714,"2021-05-11","Amanda Ward","F","M","Milwaukie","United States","Oregon"
13715,"2021-06-23","Eduardo Sanchez","M","M","Chula Vista","United States","California"
13716,"2021-06-12","Brandon Jai","M","M","Downey","United States","California"
13717,"2022-05-17","Audrey H Gill","F","M","Beaverton","United States","Oregon"
13718,"2021-05-31","Marcus Barnes","M","M","Redmond","United States","Washington"
13719,"2022-05-26","Isaac Carter","M","M","Langford","Canada","British Columbia"
13720,"2022-09-13","Cameron R Johnson","M","M","Sooke","Canada","British Columbia"
13721,"2021-06-18","Lucas A Howard","M","S","Olympia","United States","Washington"
13722,"2021-06-21","Luke Campbell","M","M","Puyallup","United States","Washington"
13723,"2022-11-01","Leonard D Raje","M","M","Burbank","United States","California"
13724,"2021-06-10","Charles J Thompson","M","M","Mill Valley","United States","California"
13725,"2021-06-18","Nathan Henderson","M","M","San Gabriel","United States","California"
13726,"2021-06-14","Austin C Lewis","M","M","Torrance","United States","California"
13727,"2022-12-10","Paula A Rubio","F","M","Berkeley","United States","California"
13728,"2021-06-25","Taylor Stewart","F","M","Bellflower","United States","California"
13729,"2021-06-24","Jason Li","M","M","Sedro Woolley","United States","Washington"
13730,"2021-05-30","Walter E Suarez","M","M","Bellingham","United States","Washington"
13731,"2023-01-23","Jan R James","F","S","Coronado","United States","California"
13732,"2022-02-03","Julian A Isla","F","S","N. Vancouver","Canada","British Columbia"
13733,"2021-06-01","Sydney V Collins","F","M","Burien","United States","Washington"
13734,"2021-06-05","Kristi A Gonzalez","F","M","Berkeley","United States","California"
13735,"2021-06-03","Dennis Guo","M","M","Bremerton","United States","Washington"
13736,"2021-06-09","Cole R Rivera","M","M","Spring Valley","United States","California"
13737,"2022-07-01","Garrett Sanders","M","M","Bellflower","United States","California"
13738,"2023-01-16","Jose Young","M","M","Los Angeles","United States","California"
13739,"2022-08-24","Jason H Coleman","M","M","Renton","United States","Washington"
13740,"2022-08-29","Jada Ramirez","F","M","Walla Walla","United States","Washington"
13741,"2021-06-15","Haley A Morgan","F","M","Imperial Beach","United States","California"
13742,"2021-07-21","Benjamin Ross","M","M","Bremerton","United States","Washington"
13743,"2022-11-07","Isabella Anderson","F","M","Oak Bay","Canada","British Columbia"
13744,"2021-07-28","Alvin C Andersen","M","M","Bremerton","United States","Washington"
13745,"2021-07-27","Andrew J Robinson","M","M","Milwaukie","United States","Oregon"
13746,"2021-07-10","Janelle E Madan","F","M","Berkeley","United States","California"
13747,"2021-07-30","Brian J Torres","M","M","Kirkland","United States","Washington"
13748,"2022-04-20","José A Martinez","M","M","Renton","United States","Washington"
13749,"2022-06-24","Julio C Alonso","M","M","Burlingame","United States","California"
13750,"2022-06-08","Raymond A Sai","M","M","Bremerton","United States","Washington"
13751,"2022-06-20","Allison M Rivera","F","S","Vancouver","Canada","British Columbia"
13752,"2022-08-14","Isabella L Parker","F","S","La Jolla","United States","California"
13753,"2023-01-28","Rebecca Nicholls","F","S","Redwood City","United States","California"
13754,"2022-12-18","Paige Peterson","F","S","Ballard","United States","Washington"
13755,"2022-12-03","Luke J Roberts","M","S","Beaverton","United States","Oregon"
13756,"2022-03-01","Kaylee S Young","F","S","Sooke","Canada","British Columbia"
13757,"2022-08-06","Jordyn N Griffin","F","S","Issaquah","United States","Washington"
13758,"2022-02-04","Alexandria A Bell","F","S","Langford","Canada","British Columbia"
13759,"2022-04-03","Jackson Scott","M","M","El Cajon","United States","California"
13760,"2022-06-13","Brian L Cooper","M","M","Langley","Canada","British Columbia"
13761,"2022-06-24","Logan H Powell","M","M","Oregon City","United States","Oregon"
13762,"2022-03-27","Gavin Long","M","M","Royal Oak","Canada","British Columbia"
13763,"2022-09-10","Stephanie D Richardson","F","S","Yakima","United States","Washington"
13764,"2022-03-17","Stephanie J Parker","F","M","Dunkerque","France","Nord"
13765,"2020-03-02","Jaime Shen","M","M","London","United Kingdom","England"
13766,"2021-01-14","Joe Gill","M","M","Paris","France","Seine (Paris)"
13767,"2020-04-10","Linda Jimenez","F","S","München","Germany","Hamburg"
13768,"2021-01-17","Ross B Munoz","M","M","Courbevoie","France","Hauts de Seine"
13769,"2021-01-17","Brendan Kumar","M","M","Lieusaint","France","Seine et Marne"
13770,"2020-04-19","Gerald A Moreno","M","M","Frankfurt","Germany","Hessen"
13771,"2020-05-09","Victor L Moreno","M","S","Hamburg","Germany","Hamburg"
13772,"2020-03-06","Michele K Perez","F","M","Peterborough","United Kingdom","England"
13773,"2022-07-10","Dana L Blanco","F","M","Dunkerque","France","Nord"
13774,"2020-05-28","Steve L Guo","M","S","Hamburg","Germany","Hessen"
13775,"2022-12-19","Patricia Subram","F","S","Hannover","Germany","Nordrhein-Westfalen"
13776,"2022-03-08","Miguel Carter","M","M","Billericay","United Kingdom","England"
13777,"2020-03-26","Manuel C Perez","M","M","London","United Kingdom","England"
13778,"2020-05-08","Roger L Huang","M","M","Braunschweig","Germany","Nordrhein-Westfalen"
13779,"2021-01-02","Manuel Garcia","M","S","Paris","France","Seine (Paris)"
13780,"2022-11-24","Monica Perez","F","M","Colombes","France","Hauts de Seine"
13781,"2022-06-03","Dominique Patel","F","M","Paris","France","Seine (Paris)"
13782,"2020-05-03","Kelli L Lu","F","M","Essen","Germany","Hamburg"
